Term,SubjectCode,CourseCode,Instructor,Section,QuestionID,QuestionText,ChoiceText,Count
FA15,MATH,10A,"Barrese, Kenneth William",B02,5,Instructor displays a proficient command of the material.,strongly disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B02,8,Instructor explains the [coursetype] material well.,agree,5
FA15,MATH,10A,"Barrese, Kenneth William",B02,8,Instructor explains the [coursetype] material well.,disagree,5
FA15,MATH,10A,"Barrese, Kenneth William",B02,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,3
FA15,MATH,10A,"Barrese, Kenneth William",B02,8,Instructor explains the [coursetype] material well.,strongly agree,2
FA15,MATH,10A,"Barrese, Kenneth William",B02,9,Lectures hold your attention.,agree,4
FA15,MATH,10A,"Barrese, Kenneth William",B02,9,Lectures hold your attention.,disagree,4
FA15,MATH,10A,"Barrese, Kenneth William",B02,9,Lectures hold your attention.,neither agree nor disagree,4
FA15,MATH,10A,"Barrese, Kenneth William",B02,9,Lectures hold your attention.,strongly agree,2
FA15,MATH,10A,"Barrese, Kenneth William",B02,9,Lectures hold your attention.,strongly disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B02,10,Instructor's lecture style facilitates note-taking.,agree,6
FA15,MATH,10A,"Barrese, Kenneth William",B02,10,Instructor's lecture style facilitates note-taking.,disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B02,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B02,10,Instructor's lecture style facilitates note-taking.,strongly agree,6
FA15,MATH,10A,"Barrese, Kenneth William",B02,20,This [coursetype] is difficult relative to others.,agree,8
FA15,MATH,10A,"Barrese, Kenneth William",B02,20,This [coursetype] is difficult relative to others.,disagree,3
FA15,MATH,10A,"Barrese, Kenneth William",B02,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B02,20,This [coursetype] is difficult relative to others.,strongly agree,2
FA15,MATH,10A,"Barrese, Kenneth William",B02,24,How many hours a week do you spend studying outside of class on average?,0-1,1
FA15,MATH,10A,"Barrese, Kenneth William",B02,24,How many hours a week do you spend studying outside of class on average?,10-11,2
FA15,MATH,10A,"Barrese, Kenneth William",B02,24,How many hours a week do you spend studying outside of class on average?,2-3,3
FA15,MATH,10A,"Barrese, Kenneth William",B02,24,How many hours a week do you spend studying outside of class on average?,4-5,7
FA15,MATH,10A,"Barrese, Kenneth William",B02,24,How many hours a week do you spend studying outside of class on average?,6-7,1
FA15,MATH,10A,"Barrese, Kenneth William",B02,24,How many hours a week do you spend studying outside of class on average?,8-9,1
FA15,MATH,10A,"Barrese, Kenneth William",B02,26,Do you recommend this [coursetype] overall?,No,5
FA15,MATH,10A,"Barrese, Kenneth William",B02,26,Do you recommend this [coursetype] overall?,Yes,10
FA15,MATH,10A,"Barrese, Kenneth William",B02,27,Do you recommend this professor overall?,No,4
FA15,MATH,10A,"Barrese, Kenneth William",B02,27,Do you recommend this professor overall?,Yes,11
FA15,MATH,10A,"Barrese, Kenneth William",B03,2,Your reason for taking this class is,gen. ed.,13
FA15,MATH,10A,"Barrese, Kenneth William",B03,2,Your reason for taking this class is,major,9
FA15,MATH,10A,"Barrese, Kenneth William",B03,3,What grade do you expect in this class?,A,9
FA15,MATH,10A,"Barrese, Kenneth William",B03,3,What grade do you expect in this class?,B,6
FA15,MATH,10A,"Barrese, Kenneth William",B03,3,What grade do you expect in this class?,C,4
FA15,MATH,10A,"Barrese, Kenneth William",B03,3,What grade do you expect in this class?,F,1
FA15,MATH,10A,"Barrese, Kenneth William",B03,3,What grade do you expect in this class?,NP,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,5,Instructor displays a proficient command of the material.,agree,9
FA15,MATH,10A,"Barrese, Kenneth William",B03,5,Instructor displays a proficient command of the material.,disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B03,5,Instructor displays a proficient command of the material.,neither agree nor disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,5,Instructor displays a proficient command of the material.,strongly agree,10
FA15,MATH,10A,"Barrese, Kenneth William",B03,8,Instructor explains the [coursetype] material well.,agree,12
FA15,MATH,10A,"Barrese, Kenneth William",B03,8,Instructor explains the [coursetype] material well.,disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,8,Instructor explains the [coursetype] material well.,strongly agree,6
FA15,MATH,10A,"Barrese, Kenneth William",B03,9,Lectures hold your attention.,agree,7
FA15,MATH,10A,"Barrese, Kenneth William",B03,9,Lectures hold your attention.,disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B03,9,Lectures hold your attention.,neither agree nor disagree,6
FA15,MATH,10A,"Barrese, Kenneth William",B03,9,Lectures hold your attention.,strongly agree,8
FA15,MATH,10A,"Barrese, Kenneth William",B03,10,Instructor's lecture style facilitates note-taking.,agree,7
FA15,MATH,10A,"Barrese, Kenneth William",B03,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,3
FA15,MATH,10A,"Barrese, Kenneth William",B03,10,Instructor's lecture style facilitates note-taking.,strongly agree,12
FA15,MATH,10A,"Barrese, Kenneth William",B03,20,This [coursetype] is difficult relative to others.,agree,6
FA15,MATH,10A,"Barrese, Kenneth William",B03,20,This [coursetype] is difficult relative to others.,disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,9
FA15,MATH,10A,"Barrese, Kenneth William",B03,20,This [coursetype] is difficult relative to others.,strongly agree,4
FA15,MATH,10A,"Barrese, Kenneth William",B03,20,This [coursetype] is difficult relative to others.,strongly disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B03,24,How many hours a week do you spend studying outside of class on average?,0-1,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,24,How many hours a week do you spend studying outside of class on average?,10-11,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,24,How many hours a week do you spend studying outside of class on average?,2-3,8
FA15,MATH,10A,"Barrese, Kenneth William",B03,24,How many hours a week do you spend studying outside of class on average?,4-5,5
FA15,MATH,10A,"Barrese, Kenneth William",B03,24,How many hours a week do you spend studying outside of class on average?,6-7,5
FA15,MATH,10A,"Barrese, Kenneth William",B03,26,Do you recommend this [coursetype] overall?,No,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,26,Do you recommend this [coursetype] overall?,Yes,20
FA15,MATH,10A,"Barrese, Kenneth William",B03,27,Do you recommend this professor overall?,No,2
FA15,MATH,10A,"Barrese, Kenneth William",B03,27,Do you recommend this professor overall?,Yes,20
FA15,MATH,10A,"Barrese, Kenneth William",B04,2,Your reason for taking this class is,gen. ed.,6
FA15,MATH,10A,"Barrese, Kenneth William",B04,2,Your reason for taking this class is,major,12
FA15,MATH,10A,"Barrese, Kenneth William",B04,2,Your reason for taking this class is,minor,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,3,What grade do you expect in this class?,A,5
FA15,MATH,10A,"Barrese, Kenneth William",B04,3,What grade do you expect in this class?,B,6
FA15,MATH,10A,"Barrese, Kenneth William",B04,3,What grade do you expect in this class?,C,5
FA15,MATH,10A,"Barrese, Kenneth William",B04,3,What grade do you expect in this class?,D,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,3,What grade do you expect in this class?,F,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,3,What grade do you expect in this class?,P,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,5,Instructor displays a proficient command of the material.,agree,10
FA15,MATH,10A,"Barrese, Kenneth William",B04,5,Instructor displays a proficient command of the material.,disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,5,Instructor displays a proficient command of the material.,neither agree nor disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B04,5,Instructor displays a proficient command of the material.,strongly agree,6
FA15,MATH,10A,"Barrese, Kenneth William",B04,8,Instructor explains the [coursetype] material well.,agree,7
FA15,MATH,10A,"Barrese, Kenneth William",B04,8,Instructor explains the [coursetype] material well.,disagree,4
FA15,MATH,10A,"Barrese, Kenneth William",B04,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,6
FA15,MATH,10A,"Barrese, Kenneth William",B04,8,Instructor explains the [coursetype] material well.,strongly agree,2
FA15,MATH,10A,"Barrese, Kenneth William",B04,9,Lectures hold your attention.,agree,7
FA15,MATH,10A,"Barrese, Kenneth William",B04,9,Lectures hold your attention.,disagree,5
FA15,MATH,10A,"Barrese, Kenneth William",B04,9,Lectures hold your attention.,neither agree nor disagree,4
FA15,MATH,10A,"Barrese, Kenneth William",B04,9,Lectures hold your attention.,strongly agree,3
FA15,MATH,10A,"Barrese, Kenneth William",B04,10,Instructor's lecture style facilitates note-taking.,agree,10
FA15,MATH,10A,"Barrese, Kenneth William",B04,10,Instructor's lecture style facilitates note-taking.,disagree,2
FA15,MATH,10A,"Barrese, Kenneth William",B04,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,10,Instructor's lecture style facilitates note-taking.,strongly agree,6
FA15,MATH,10A,"Barrese, Kenneth William",B04,20,This [coursetype] is difficult relative to others.,agree,7
FA15,MATH,10A,"Barrese, Kenneth William",B04,20,This [coursetype] is difficult relative to others.,disagree,3
FA15,MATH,10A,"Barrese, Kenneth William",B04,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,5
FA15,MATH,10A,"Barrese, Kenneth William",B04,20,This [coursetype] is difficult relative to others.,strongly agree,4
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,0-1,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,10-11,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,12-13,3
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,16-17,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,18-19,1
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,2-3,2
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,4-5,6
FA15,MATH,10A,"Barrese, Kenneth William",B04,24,How many hours a week do you spend studying outside of class on average?,8-9,4
FA15,MATH,10A,"Barrese, Kenneth William",B04,26,Do you recommend this [coursetype] overall?,No,4
FA15,MATH,10A,"Barrese, Kenneth William",B04,26,Do you recommend this [coursetype] overall?,Yes,15
FA15,MATH,10A,"Barrese, Kenneth William",B04,27,Do you recommend this professor overall?,No,4
FA15,MATH,10A,"Barrese, Kenneth William",B04,27,Do you recommend this professor overall?,Yes,15
FA15,MATH,10A,"Eggers, John Dietrich",A01,2,Your reason for taking this class is,gen. ed.,6
FA15,MATH,10A,"Eggers, John Dietrich",A01,2,Your reason for taking this class is,major,12
FA15,MATH,10A,"Eggers, John Dietrich",A01,2,Your reason for taking this class is,minor,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,3,What grade do you expect in this class?,A,6
FA15,MATH,10A,"Eggers, John Dietrich",A01,3,What grade do you expect in this class?,B,6
FA15,MATH,10A,"Eggers, John Dietrich",A01,3,What grade do you expect in this class?,C,8
FA15,MATH,10A,"Eggers, John Dietrich",A01,3,What grade do you expect in this class?,NP,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,5,Instructor displays a proficient command of the material.,agree,9
FA15,MATH,10A,"Eggers, John Dietrich",A01,5,Instructor displays a proficient command of the material.,disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,5,Instructor displays a proficient command of the material.,neither agree nor disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,5,Instructor displays a proficient command of the material.,strongly agree,9
FA15,MATH,10A,"Eggers, John Dietrich",A01,5,Instructor displays a proficient command of the material.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,8,Instructor explains the [coursetype] material well.,agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A01,8,Instructor explains the [coursetype] material well.,disagree,5
FA15,MATH,10A,"Eggers, John Dietrich",A01,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,8,Instructor explains the [coursetype] material well.,strongly agree,5
FA15,MATH,10A,"Eggers, John Dietrich",A01,8,Instructor explains the [coursetype] material well.,strongly disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,9,Lectures hold your attention.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A01,9,Lectures hold your attention.,disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A01,9,Lectures hold your attention.,neither agree nor disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,9,Lectures hold your attention.,not applicable,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,9,Lectures hold your attention.,strongly agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A01,9,Lectures hold your attention.,strongly disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A01,10,Instructor's lecture style facilitates note-taking.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A01,10,Instructor's lecture style facilitates note-taking.,disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,10,Instructor's lecture style facilitates note-taking.,strongly agree,11
FA15,MATH,10A,"Eggers, John Dietrich",A01,10,Instructor's lecture style facilitates note-taking.,strongly disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,20,This [coursetype] is difficult relative to others.,agree,10
FA15,MATH,10A,"Eggers, John Dietrich",A01,20,This [coursetype] is difficult relative to others.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A01,20,This [coursetype] is difficult relative to others.,strongly agree,5
FA15,MATH,10A,"Eggers, John Dietrich",A01,20,This [coursetype] is difficult relative to others.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,0-1,4
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,10-11,3
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,12-13,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,14-15,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,16-17,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,2-3,4
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,4-5,3
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,6-7,2
FA15,MATH,10A,"Eggers, John Dietrich",A01,24,How many hours a week do you spend studying outside of class on average?,8-9,1
FA15,MATH,10A,"Eggers, John Dietrich",A01,26,Do you recommend this [coursetype] overall?,No,3
FA15,MATH,10A,"Eggers, John Dietrich",A01,26,Do you recommend this [coursetype] overall?,Yes,18
FA15,MATH,10A,"Eggers, John Dietrich",A01,27,Do you recommend this professor overall?,No,8
FA15,MATH,10A,"Eggers, John Dietrich",A01,27,Do you recommend this professor overall?,Yes,13
FA15,MATH,10A,"Eggers, John Dietrich",A02,2,Your reason for taking this class is,gen. ed.,7
FA15,MATH,10A,"Eggers, John Dietrich",A02,2,Your reason for taking this class is,interest,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,2,Your reason for taking this class is,major,12
FA15,MATH,10A,"Eggers, John Dietrich",A02,2,Your reason for taking this class is,minor,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,3,What grade do you expect in this class?,A,7
FA15,MATH,10A,"Eggers, John Dietrich",A02,3,What grade do you expect in this class?,B,8
FA15,MATH,10A,"Eggers, John Dietrich",A02,3,What grade do you expect in this class?,C,4
FA15,MATH,10A,"Eggers, John Dietrich",A02,3,What grade do you expect in this class?,D,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,5,Instructor displays a proficient command of the material.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A02,5,Instructor displays a proficient command of the material.,strongly agree,14
FA15,MATH,10A,"Eggers, John Dietrich",A02,5,Instructor displays a proficient command of the material.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,8,Instructor explains the [coursetype] material well.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A02,8,Instructor explains the [coursetype] material well.,disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A02,8,Instructor explains the [coursetype] material well.,strongly agree,10
FA15,MATH,10A,"Eggers, John Dietrich",A02,8,Instructor explains the [coursetype] material well.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,9,Lectures hold your attention.,agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A02,9,Lectures hold your attention.,disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A02,9,Lectures hold your attention.,neither agree nor disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A02,9,Lectures hold your attention.,strongly agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A02,9,Lectures hold your attention.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,10,Instructor's lecture style facilitates note-taking.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A02,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A02,10,Instructor's lecture style facilitates note-taking.,strongly agree,13
FA15,MATH,10A,"Eggers, John Dietrich",A02,20,This [coursetype] is difficult relative to others.,agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A02,20,This [coursetype] is difficult relative to others.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A02,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,5
FA15,MATH,10A,"Eggers, John Dietrich",A02,20,This [coursetype] is difficult relative to others.,strongly agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A02,24,How many hours a week do you spend studying outside of class on average?,10-11,2
FA15,MATH,10A,"Eggers, John Dietrich",A02,24,How many hours a week do you spend studying outside of class on average?,2-3,4
FA15,MATH,10A,"Eggers, John Dietrich",A02,24,How many hours a week do you spend studying outside of class on average?,20 or more,1
FA15,MATH,10A,"Eggers, John Dietrich",A02,24,How many hours a week do you spend studying outside of class on average?,4-5,6
FA15,MATH,10A,"Eggers, John Dietrich",A02,24,How many hours a week do you spend studying outside of class on average?,6-7,2
FA15,MATH,10A,"Eggers, John Dietrich",A02,24,How many hours a week do you spend studying outside of class on average?,8-9,6
FA15,MATH,10A,"Eggers, John Dietrich",A02,26,Do you recommend this [coursetype] overall?,No,3
FA15,MATH,10A,"Eggers, John Dietrich",A02,26,Do you recommend this [coursetype] overall?,Yes,18
FA15,MATH,10A,"Eggers, John Dietrich",A02,27,Do you recommend this professor overall?,No,2
FA15,MATH,10A,"Eggers, John Dietrich",A02,27,Do you recommend this professor overall?,Yes,19
FA15,MATH,10A,"Eggers, John Dietrich",A03,2,Your reason for taking this class is,gen. ed.,7
FA15,MATH,10A,"Eggers, John Dietrich",A03,2,Your reason for taking this class is,major,10
FA15,MATH,10A,"Eggers, John Dietrich",A03,3,What grade do you expect in this class?,A,5
FA15,MATH,10A,"Eggers, John Dietrich",A03,3,What grade do you expect in this class?,B,9
FA15,MATH,10A,"Eggers, John Dietrich",A03,3,What grade do you expect in this class?,C,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,3,What grade do you expect in this class?,F,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,5,Instructor displays a proficient command of the material.,agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A03,5,Instructor displays a proficient command of the material.,neither agree nor disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,5,Instructor displays a proficient command of the material.,strongly agree,9
FA15,MATH,10A,"Eggers, John Dietrich",A03,8,Instructor explains the [coursetype] material well.,agree,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,8,Instructor explains the [coursetype] material well.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,8,Instructor explains the [coursetype] material well.,strongly agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A03,9,Lectures hold your attention.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A03,9,Lectures hold your attention.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,9,Lectures hold your attention.,neither agree nor disagree,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,9,Lectures hold your attention.,strongly agree,5
FA15,MATH,10A,"Eggers, John Dietrich",A03,10,Instructor's lecture style facilitates note-taking.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A03,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,3
FA15,MATH,10A,"Eggers, John Dietrich",A03,10,Instructor's lecture style facilitates note-taking.,strongly agree,7
FA15,MATH,10A,"Eggers, John Dietrich",A03,10,Instructor's lecture style facilitates note-taking.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,20,This [coursetype] is difficult relative to others.,agree,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,20,This [coursetype] is difficult relative to others.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,6
FA15,MATH,10A,"Eggers, John Dietrich",A03,20,This [coursetype] is difficult relative to others.,strongly agree,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,20,This [coursetype] is difficult relative to others.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,0-1,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,10-11,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,12-13,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,16-17,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,2-3,3
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,4-5,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,6-7,1
FA15,MATH,10A,"Eggers, John Dietrich",A03,24,How many hours a week do you spend studying outside of class on average?,8-9,3
FA15,MATH,10A,"Eggers, John Dietrich",A03,26,Do you recommend this [coursetype] overall?,No,4
FA15,MATH,10A,"Eggers, John Dietrich",A03,26,Do you recommend this [coursetype] overall?,Yes,13
FA15,MATH,10A,"Eggers, John Dietrich",A03,27,Do you recommend this professor overall?,No,2
FA15,MATH,10A,"Eggers, John Dietrich",A03,27,Do you recommend this professor overall?,Yes,15
FA15,MATH,10A,"Eggers, John Dietrich",A04,2,Your reason for taking this class is,gen. ed.,6
FA15,MATH,10A,"Eggers, John Dietrich",A04,2,Your reason for taking this class is,major,12
FA15,MATH,10A,"Eggers, John Dietrich",A04,3,What grade do you expect in this class?,A,4
FA15,MATH,10A,"Eggers, John Dietrich",A04,3,What grade do you expect in this class?,B,8
FA15,MATH,10A,"Eggers, John Dietrich",A04,3,What grade do you expect in this class?,C,4
FA15,MATH,10A,"Eggers, John Dietrich",A04,3,What grade do you expect in this class?,D,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,3,What grade do you expect in this class?,P,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,5,Instructor displays a proficient command of the material.,agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A04,5,Instructor displays a proficient command of the material.,strongly agree,12
FA15,MATH,10A,"Eggers, John Dietrich",A04,8,Instructor explains the [coursetype] material well.,agree,9
FA15,MATH,10A,"Eggers, John Dietrich",A04,8,Instructor explains the [coursetype] material well.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A04,8,Instructor explains the [coursetype] material well.,neither agree nor disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,8,Instructor explains the [coursetype] material well.,strongly agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A04,9,Lectures hold your attention.,agree,8
FA15,MATH,10A,"Eggers, John Dietrich",A04,9,Lectures hold your attention.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A04,9,Lectures hold your attention.,neither agree nor disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,9,Lectures hold your attention.,strongly agree,6
FA15,MATH,10A,"Eggers, John Dietrich",A04,9,Lectures hold your attention.,strongly disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,10,Instructor's lecture style facilitates note-taking.,agree,9
FA15,MATH,10A,"Eggers, John Dietrich",A04,10,Instructor's lecture style facilitates note-taking.,neither agree nor disagree,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,10,Instructor's lecture style facilitates note-taking.,strongly agree,8
FA15,MATH,10A,"Eggers, John Dietrich",A04,20,This [coursetype] is difficult relative to others.,agree,8
FA15,MATH,10A,"Eggers, John Dietrich",A04,20,This [coursetype] is difficult relative to others.,disagree,2
FA15,MATH,10A,"Eggers, John Dietrich",A04,20,This [coursetype] is difficult relative to others.,neither agree nor disagree,5
FA15,MATH,10A,"Eggers, John Dietrich",A04,20,This [coursetype] is difficult relative to others.,strongly agree,3
FA15,MATH,10A,"Eggers, John Dietrich",A04,24,How many hours a week do you spend studying outside of class on average?,14-15,1
FA15,MATH,10A,"Eggers, John Dietrich",A04,24,How many hours a week do you spend studying outside of class on average?,2-3,2
FA15,MATH,10A,"Eggers, John Dietrich",A04,24,How many hours a week do you spend studying outside of class on average?,4-5,9
FA15,MATH,10A,"Eggers, John Dietrich",A04,24,How many hours a week do you spend studying outside of class on average?,6-7,3
FA15,MATH,10A,"Eggers, John Dietrich",A04,24,How many hours a week do you spend studying outside of class on average?,8-9,3
FA15,MATH,10A,"Eggers, John Dietrich",A04,26,Do you recommend this [coursetype] overall?,No,3
FA15,MATH,10A,"Eggers, John Dietrich",A04,26,Do you recommend this [coursetype] overall?,Yes,15
FA15,MATH,10A,"Eggers, John Dietrich",A04,27,Do you recommend this professor overall?,No,3
FA15,MATH,10A,"Eggers, John Dietrich",A04,27,Do you recommend this professor overall?,Yes,15
FA15,MATH,10A,"Eggers, John Dietrich",A05,2,Your reason for taking this class is,gen. ed.,6
FA15,MATH,10A,"Eggers, John Dietrich",A05,2,Your reason for taking this class is,major,8
FA15,MATH,10A,"Eggers, John Dietrich",A05,3,What grade do you expect in this class?,A,7
FA15,MATH,10A,"Eggers, John Dietrich",A05,3,What grade do you expect in this class?,B,4
FA15,MATH,10A,"Eggers, John Dietrich",A05,3,What grade do you expect in this class?,C,2
FA15,MATH,10A,"Eggers, John Dietrich",A05,3,What grade do you expect in this class?,D,1
FA15,MATH,10A,"Eggers, John Dietrich",A05,5,Instructor displays a proficient command of the material.,agree,4
FA15,MATH,10A,"Eggers, John Dietrich",A05,5,Instructor displays a proficient command of the material.,strongly agree,10
FA15,MATH,10A,"Eggers, John Dietrich",A05,8,Instructor explains the [coursetype] material well.,agree,4
FA15,MATH,10A,"Eggers, John Dietrich",A05,8,Instructor explains the [coursetype] material well.,disagree,2
